,x,y,V
135,-2.0,2.995000000000001,11.883946949579542
136,-2.0,3.032000000000001,11.866170456960946
137,-2.0,3.069000000000001,11.850242688011578
138,-2.0,3.1060000000000008,11.836248335381267
139,-2.0,3.1430000000000007,11.824263233590226
140,-2.0,3.1800000000000006,11.814353972002136
141,-2.0,3.2170000000000005,11.806577564055743
142,-2.0,3.2540000000000004,11.80098117564631
143,-2.0,3.2910000000000004,11.797601915064506
144,-2.0,3.328000000000001,11.796466686381837
145,-2.0,3.365000000000001,11.797592107624967
146,-2.0,3.402000000000001,11.800984494512619
147,-2.0,3.439000000000001,11.80663990994534
148,-2.0,3.476000000000001,11.814544278847416
149,-2.0,3.513000000000001,11.824673567369228
150,-2.0,3.5500000000000007,11.83699402487459
151,-2.0,3.5870000000000006,11.851462486568659
152,-2.0,3.6240000000000006,11.868026734074965
153,-2.0,3.6610000000000005,11.886625910751798
154,-2.0,3.6980000000000004,11.90719098805511
155,-2.0,3.735000000000001,11.929645278813156
156,-2.0,3.772000000000001,11.95390499288259
157,-2.0,3.809000000000001,11.979879830311287
158,-2.0,3.846000000000001,12.007473606843716
159,-2.0,3.883000000000001,12.036584906373212
160,-2.0,3.920000000000001,12.067107754774382
161,-2.0,3.9570000000000007,12.098932309439233
162,-2.0,3.9940000000000007,12.131945558793364
163,-2.0,4.031000000000001,12.166032026082792
164,-2.0,4.0680000000000005,12.201074471797092
165,-2.0,4.105,12.236954589227896
166,-2.0,4.142000000000001,12.273553687851209
167,-2.0,4.179000000000001,12.310753359463487
168,-2.0,4.216000000000001,12.348436122291247
169,-2.0,4.253000000000001,12.386486038627108
170,-2.0,4.290000000000001,12.424789301916903
171,-2.0,4.327000000000001,12.463234789626735
172,-2.0,4.364000000000001,12.501714578650361
173,-2.0,4.401000000000001,12.540124420469521
174,-2.0,4.438000000000001,12.57836417374718
175,-2.0,4.4750000000000005,12.616338192509449
176,-2.0,4.5120000000000005,12.653955668550742
177,-2.0,4.549000000000001,12.691130927172209
178,-2.0,4.586000000000001,12.727783675830294
179,-2.0,4.623000000000001,12.763839205725072
180,-2.0,4.660000000000001,12.799228546791989
181,-2.0,4.697000000000001,12.833888576971232
182,-2.0,4.734000000000001,12.867762087012427
183,-2.0,4.771000000000001,12.900797802425199
184,-2.0,4.808000000000001,12.932950364505523
185,-2.0,4.845000000000001,12.964180272651495
186,-2.0,4.882000000000001,12.99445379042859
187,-2.0,4.919000000000001,13.023742818052304
188,-2.0,4.956000000000001,13.052024734125098
189,-2.0,4.993000000000001,13.079282209594561
190,-2.0,5.030000000000001,13.105502996991238
191,-2.0,5.067000000000001,13.130679698058852
192,-2.0,5.104000000000001,13.15480951290784
193,-2.0,5.141000000000001,13.17789397380729
194,-2.0,5.178000000000001,13.199938666682687
195,-2.0,5.215000000000001,13.220952943309676
196,-2.0,5.252000000000001,13.240949627090254
197,-2.0,5.289000000000001,13.259944715170194
198,-2.0,5.326000000000001,13.277957079508163
199,-2.0,5.363000000000001,13.295008169340969
200,-2.0,5.4,13.311121717309026
201,-1.965,-2.0,13.290647416184212
202,-1.965,-1.963,13.273475893036238
203,-1.965,-1.926,13.255355553641802
204,-1.965,-1.889,13.23626704097664
205,-1.965,-1.8519999999999999,13.216193685597634
206,-1.965,-1.815,13.195121796310456
207,-1.965,-1.778,13.173040950729254
208,-1.965,-1.741,13.149944283244968
209,-1.965,-1.704,13.12582876776734
210,-1.965,-1.6669999999999998,13.100695492473253
211,-1.965,-1.63,13.074549923683678
212,-1.965,-1.593,13.047402155905942
213,-1.965,-1.556,13.019267145020244
214,-1.965,-1.519,12.990164921561629
215,-1.965,-1.482,12.960120781053346
216,-1.965,-1.4449999999999998,12.929165448386515
217,-1.965,-1.408,12.897335213316017
218,-1.965,-1.371,12.864672034254408
219,-1.965,-1.3339999999999999,12.831223607695463
220,-1.965,-1.297,12.797043400786558
221,-1.965,-1.2599999999999998,12.762190644794453
222,-1.965,-1.2229999999999999,12.726730287471138
223,-1.965,-1.186,12.690732902623912
224,-1.965,-1.149,12.654274555524713
225,-1.965,-1.1119999999999999,12.61743662315553
226,-1.965,-1.0749999999999997,12.580305568676216
227,-1.965,-1.0379999999999998,12.5429726699147
228,-1.965,-1.001,12.505533702113318
229,-1.965,-0.964,12.468088575614152
230,-1.965,-0.9269999999999998,12.4307409296259
231,-1.965,-0.8899999999999999,12.393597683679669
232,-1.965,-0.8529999999999998,12.3567685488454
233,-1.965,-0.8159999999999998,12.320365501238859
234,-1.965,-0.7789999999999999,12.284502220795138
235,-1.965,-0.7419999999999998,12.249293498712536
236,-1.965,-0.7049999999999998,12.214854617374684
237,-1.965,-0.6679999999999997,12.18130070693311
238,-1.965,-0.6309999999999998,12.148746083071533
239,-1.965,-0.5939999999999999,12.117303570772014
240,-1.965,-0.5569999999999997,12.087083819156925
241,-1.965,-0.5199999999999998,12.058194612685277
242,-1.965,-0.4829999999999999,12.030740184133721
243,-1.965,-0.44599999999999973,12.004820534888573
244,-1.965,-0.4089999999999998,11.980530768113205
245,-1.965,-0.3719999999999999,11.957960440333752
246,-1.965,-0.33499999999999974,11.937192936904612
247,-1.965,-0.2979999999999998,11.918304876673762
248,-1.965,-0.2609999999999997,11.901365550967764
249,-1.965,-0.22399999999999975,11.886436401759129
250,-1.965,-0.18699999999999983,11.873570543567164
251,-1.965,-0.1499999999999997,11.862812333281358
252,-1.965,-0.11299999999999977,11.854196991687466
253,-1.965,-0.07599999999999962,11.847750280026242
254,-1.965,-0.0389999999999997,11.843488234428335
255,-1.965,-0.0019999999999997797,11.841416960552547
256,-1.965,0.03500000000000014,11.841532490214856
257,-1.965,0.07200000000000006,11.843820701239252
258,-1.965,0.10900000000000043,11.848257301195453
259,-1.965,0.14600000000000035,11.854807875120446
260,-1.965,0.18300000000000027,11.863427996757315
261,-1.965,0.2200000000000002,11.874063402293492
262,-1.965,0.2570000000000001,11.88665022504789
263,-1.965,0.2940000000000005,11.901115289049036
264,-1.965,0.3310000000000004,11.917376458970395
265,-1.965,0.3680000000000003,11.935343043449889
266,-1.965,0.40500000000000025,11.954916248423295
267,-1.965,0.44200000000000017,11.975989676749789
268,-1.965,0.47900000000000054,11.998449870105757
269,-1.965,0.5160000000000005,12.022176888872872
270,-1.965,0.5530000000000004,12.047044925549917
271,-1.965,0.5900000000000003,12.072922947075872
272,-1.965,0.6270000000000002,12.099675361364335
273,-1.965,0.6640000000000006,12.12716270331553
274,-1.965,0.7010000000000005,12.155242335590337
275,-1.965,0.7380000000000004,12.183769159498336
276,-1.965,0.7750000000000004,12.212596331465697
277,-1.965,0.8120000000000003,12.241575980704889
278,-1.965,0.8490000000000002,12.270559923902177
279,-1.965,0.8860000000000006,12.299400372965794
280,-1.965,0.9230000000000005,12.327950632132154
281,-1.965,0.9600000000000004,12.356065781003831
282,-1.965,0.9970000000000003,12.383603340385614
283,-1.965,1.0340000000000003,12.410423918087703
284,-1.965,1.0710000000000006,12.436391832172488
285,-1.965,1.1080000000000005,12.461375709427394
286,-1.965,1.1450000000000005,12.485249057146044
287,-1.965,1.1820000000000004,12.507890806588048
288,-1.965,1.2190000000000003,12.5291858267599
289,-1.965,1.2560000000000002,12.54902540741161
290,-1.965,1.2930000000000006,12.567307710372472
291,-1.965,1.3300000000000005,12.58393818855208
292,-1.965,1.3670000000000004,12.598829972107497
293,-1.965,1.4040000000000004,12.611904221422805
294,-1.965,1.4410000000000003,12.623090446663126
295,-1.965,1.4780000000000006,12.632326793751442
296,-1.965,1.5150000000000006,12.639560296674388
297,-1.965,1.5520000000000005,12.644747096054433
298,-1.965,1.5890000000000004,12.647852623932748
299,-1.965,1.6260000000000003,12.648851754692618
300,-1.965,1.6630000000000007,12.647728922021171
301,-1.965,1.7000000000000006,12.644478201761103
302,-1.965,1.7370000000000005,12.63910336044879
303,-1.965,1.7740000000000005,12.631617869274729
304,-1.965,1.8110000000000004,12.622044883141921
305,-1.965,1.8480000000000008,12.610417184441882
306,-1.965,1.8850000000000007,12.59677709112171
307,-1.965,1.9220000000000006,12.581176328583004
308,-1.965,1.9590000000000005,12.563675864939249
309,-1.965,1.9960000000000004,12.54434570916612
310,-1.965,2.0330000000000004,12.523264671712463
311,-1.965,2.0700000000000003,12.500520087201664
312,-1.965,2.107,12.47620749894543
313,-1.965,2.144,12.450430305116862
314,-1.965,2.181000000000001,12.423299366587397
315,-1.965,2.218000000000001,12.394932576623074
316,-1.965,2.255000000000001,12.36545439285882
317,-1.965,2.2920000000000007,12.33499533222354
318,-1.965,2.3290000000000006,12.303691429771305
319,-1.965,2.3660000000000005,12.271683662681989
320,-1.965,2.4030000000000005,12.239117341024345
321,-1.965,2.4400000000000004,12.206141467221428
322,-1.965,2.4770000000000003,12.172908066517317
323,-1.965,2.5140000000000002,12.13957149110997
324,-1.965,2.551000000000001,12.106287700981643
325,-1.965,2.588000000000001,12.073213524819513
326,-1.965,2.625000000000001,12.04050590476864
327,-1.965,2.662000000000001,12.008321129090593
328,-1.965,2.6990000000000007,11.976814057107743
329,-1.965,2.7360000000000007,11.94613734108897
330,-1.965,2.7730000000000006,11.916440649971591
331,-1.965,2.8100000000000005,11.88786990001109
332,-1.965,2.8470000000000004,11.86056649759973
333,-1.965,2.8840000000000003,11.83466659959298
334,-1.965,2.9210000000000003,11.810300396525275
335,-1.965,2.958000000000001,11.787591424081016
336,-1.965,2.995000000000001,11.76665590811084
337,-1.965,3.032000000000001,11.747602148346118
338,-1.965,3.069000000000001,11.730529945765959
339,-1.965,3.1060000000000008,11.715530078311673
340,-1.965,3.1430000000000007,11.702683829325322
341,-1.965,3.1800000000000006,11.692062572714331
342,-1.965,3.2170000000000005,11.683727418416892
343,-1.965,3.2540000000000004,11.677728921267235
344,-1.965,3.2910000000000004,11.674106855841305
345,-1.965,3.328000000000001,11.672890059307726
346,-1.965,3.365000000000001,11.674096343722821
347,-1.965,3.402000000000001,11.677732478599005
348,-1.965,3.439000000000001,11.68379424395043
349,-1.965,3.476000000000001,11.692266553386487
350,-1.965,3.513000000000001,11.703123646190107
351,-1.965,3.5500000000000007,11.716329346692241
352,-1.965,3.5870000000000006,11.731837388644037
353,-1.965,3.6240000000000006,11.749591801701854
354,-1.965,3.6610000000000005,11.769527356584748
355,-1.965,3.6980000000000004,11.79157006494623
356,-1.965,3.735000000000001,11.81563772952845
357,-1.965,3.772000000000001,11.841640539742997
358,-1.965,3.809000000000001,11.86948170745334
359,-1.965,3.846000000000001,11.89905813742369
360,-1.965,3.883000000000001,11.930261126650924
361,-1.965,3.920000000000001,11.962977086612831
362,-1.965,3.9570000000000007,11.997088282348448
363,-1.965,3.9940000000000007,12.032473582235493
364,-1.965,4.031000000000001,12.069009212345335
365,-1.965,4.0680000000000005,12.106569509336243
366,-1.965,4.105,12.14502766598881
367,-1.965,4.142000000000001,12.184256463690282
368,-1.965,4.179000000000001,12.224128986433502
369,-1.965,4.216000000000001,12.264519311206724
370,-1.965,4.253000000000001,12.305303170007736
371,-1.965,4.290000000000001,12.346358579114028
372,-1.965,4.327000000000001,12.387566431674172
373,-1.965,4.364000000000001,12.42881105014796
374,-1.965,4.401000000000001,12.469980695607745
375,-1.965,4.438000000000001,12.5109680314141
376,-1.965,4.4750000000000005,12.5516705392892
377,-1.965,4.5120000000000005,12.591990886324302
378,-1.965,4.549000000000001,12.631837241967405
379,-1.965,4.586000000000001,12.671123544537574
380,-1.965,4.623000000000001,12.709769717297707
381,-1.965,4.660000000000001,12.747701834582644
382,-1.965,4.697000000000001,12.784852238919717
383,-1.965,4.734000000000001,12.821159610489746
384,-1.965,4.771000000000001,12.856568990654795
385,-1.965,4.808000000000001,12.891031761621221
386,-1.965,4.845000000000001,12.924505584610765
387,-1.965,4.882000000000001,12.956954299176449
388,-1.965,4.919000000000001,12.988347786522908
389,-1.965,4.956000000000001,13.018661799871914
390,-1.965,4.993000000000001,13.047877765053139
391,-1.965,5.030000000000001,13.07598255459843
392,-1.965,5.067000000000001,13.102968238675906
393,-1.965,5.104000000000001,13.12883181621981
394,-1.965,5.141000000000001,13.153574929595013
395,-1.965,5.178000000000001,13.17720356608395
396,-1.965,5.215000000000001,13.199727749401092
397,-1.965,5.252000000000001,13.221161224328714
398,-1.965,5.289000000000001,13.241521137431029
399,-1.965,5.326000000000001,13.260827716644663
400,-1.965,5.363000000000001,13.279103952365622
401,-1.965,5.4,13.296375282459396
402,-1.93,-2.0,13.274724434972732
403,-1.93,-1.963,13.25634161502444
404,-1.93,-1.926,13.236943054892008
405,-1.93,-1.889,13.216508032260728
406,-1.93,-1.8519999999999999,13.195018701940295
407,-1.93,-1.815,13.172460407033794
408,-1.93,-1.778,13.148821989991733
409,-1.93,-1.741,13.124096100892556
410,-1.93,-1.704,13.098279500128871
411,-1.93,-1.6669999999999998,13.071373352536865
412,-1.93,-1.63,13.043383509888136
413,-1.93,-1.593,13.014320778571657
414,-1.93,-1.556,12.984201169231634
415,-1.93,-1.519,12.953046125097327
416,-1.93,-1.482,12.920882725745978
417,-1.93,-1.4449999999999998,12.887743863081706
418,-1.93,-1.408,12.853668386393478
419,-1.93,-1.371,12.818701213475078
420,-1.93,-1.3339999999999999,12.78289340495034
421,-1.93,-1.297,12.746302199147726
422,-1.93,-1.2599999999999998,12.70899100510968
423,-1.93,-1.2229999999999999,12.671029351602668
424,-1.93,-1.186,12.632492790312353
425,-1.93,-1.149,12.593462751762667
426,-1.93,-1.1119999999999999,12.554026352884689
427,-1.93,-1.0749999999999997,12.514276155578386
428,-1.93,-1.0379999999999998,12.474309876053066
429,-1.93,-1.001,12.434230045196749
430,-1.93,-0.964,12.394143620705501
431,-1.93,-0.9269999999999998,12.3541615521959
432,-1.93,-0.8899999999999999,12.314398301021381
433,-1.93,-0.8529999999999998,12.274971317010404
434,-1.93,-0.8159999999999998,12.23600047483482
435,-1.93,-0.7789999999999999,12.197607473194374
436,-1.93,-0.7419999999999998,12.15991520046135
437,-1.93,-0.7049999999999998,12.123047070861903
438,-1.93,-0.6679999999999997,12.087126335671263
439,-1.93,-0.6309999999999998,12.052275374263143
440,-1.93,-0.5939999999999999,12.01861497017347
441,-1.93,-0.5569999999999997,11.986263577610389
442,-1.93,-0.5199999999999998,11.955336584061424
443,-1.93,-0.4829999999999999,11.92594557481121
444,-1.93,-0.44599999999999973,11.898197605285988
445,-1.93,-0.4089999999999998,11.872194487181726
446,-1.93,-0.3719999999999999,11.848032094309847
447,-1.93,-0.33499999999999974,11.825799694007241
448,-1.93,-0.2979999999999998,11.805579309805958
449,-1.93,-0.2609999999999997,11.787445120843543
450,-1.93,-0.22399999999999975,11.771462903219692
451,-1.93,-0.18699999999999983,11.757689518171444
452,-1.93,-0.1499999999999997,11.7461724515514
453,-1.93,-0.11299999999999977,11.736949408655802
454,-1.93,-0.07599999999999962,11.73004796796731
455,-1.93,-0.0389999999999997,11.725485296856574
456,-1.93,-0.0019999999999997797,11.723267931733915
457,-1.93,0.03500000000000014,11.723391624564663
458,-1.93,0.07200000000000006,11.725841257065957
459,-1.93,0.10900000000000043,11.730590823297051
460,-1.93,0.14600000000000035,11.737603480746834
461,-1.93,0.18300000000000027,11.746831669419185
462,-1.93,0.2200000000000002,11.758217297826432
463,-1.93,0.2570000000000001,11.77169199423102
464,-1.93,0.2940000000000005,11.787177420932371
465,-1.93,0.3310000000000004,11.804585648886317
466,-1.93,0.3680000000000003,11.82381958947446
467,-1.93,0.40500000000000025,11.844773479815377
468,-1.93,0.44200000000000017,11.867333417633393
469,-1.93,0.47900000000000054,11.891377941377204
470,-1.93,0.5160000000000005,11.916778651012885
471,-1.93,0.5530000000000004,11.943400864705382
472,-1.93,0.5900000000000003,11.971104306450654
473,-1.93,0.6270000000000002,11.99974381962701
474,-1.93,0.6640000000000006,12.029170101397979
475,-1.93,0.7010000000000005,12.059230452918483
476,-1.93,0.7380000000000004,12.089769540368495
477,-1.93,0.7750000000000004,12.120630161960117
478,-1.93,0.8120000000000003,12.151654016231266
479,-1.93,0.8490000000000002,12.18268246714677
480,-1.93,0.8860000000000006,12.213557301770672
481,-1.93,0.9230000000000005,12.244121476545855
482,-1.93,0.9600000000000004,12.27421984851311
483,-1.93,0.9970000000000003,12.303699888114839
484,-1.93,1.0340000000000003,12.332412370552811
485,-1.93,1.0710000000000006,12.360212042998366
486,-1.93,1.1080000000000005,12.38695826528117
487,-1.93,1.1450000000000005,12.412515622003458
488,-1.93,1.1820000000000004,12.436754504335129
489,-1.93,1.2190000000000003,12.459551660036434
490,-1.93,1.2560000000000002,12.480790710524884
491,-1.93,1.2930000000000006,12.50036263404796
492,-1.93,1.3300000000000005,12.518166214240205
493,-1.93,1.3670000000000004,12.534108453530383
494,-1.93,1.4040000000000004,12.54810495101998
495,-1.93,1.4410000000000003,12.56008024457839
496,-1.93,1.4780000000000006,12.569968116992346
497,-1.93,1.5150000000000006,12.577711866069224
498,-1.93,1.5520000000000005,12.58326453862718
499,-1.93,1.5890000000000004,12.586589128312484
500,-1.93,1.6260000000000003,12.58765873716901
501,-1.93,1.6630000000000007,12.586456700850347
502,-1.93,1.7000000000000006,12.582976677315896
503,-1.93,1.7370000000000005,12.577222698792813
504,-1.93,1.7740000000000005,12.56920918672125
505,-1.93,1.8110000000000004,12.55896092933554
506,-1.93,1.8480000000000008,12.54651302147424
507,-1.93,1.8850000000000007,12.531910766162325
508,-1.93,1.9220000000000006,12.51520953747397
509,-1.93,1.9590000000000005,12.496474604169137
510,-1.93,1.9960000000000004,12.475780913605547
511,-1.93,2.0330000000000004,12.453212835463377
512,-1.93,2.0700000000000003,12.428863864886166
513,-1.93,2.107,12.40283628474047
514,-1.93,2.144,12.375240786830249
515,-1.93,2.181000000000001,12.34619605207092
516,-1.93,2.218000000000001,12.315828289832332
517,-1.93,2.255000000000001,12.28427073689887
518,-1.93,2.2920000000000007,12.251663116766945
519,-1.93,2.3290000000000006,12.218151060302539
520,-1.93,2.3660000000000005,12.183885489111274
521,-1.93,2.4030000000000005,12.149021963326398
522,-1.93,2.4400000000000004,12.11371999589134
523,-1.93,2.4770000000000003,12.078142335798088
524,-1.93,2.5140000000000002,12.042454223134081
525,-1.93,2.551000000000001,12.006822619182948
526,-1.93,2.588000000000001,11.971415415211025
527,-1.93,2.625000000000001,11.936400623945744
528,-1.93,2.662000000000001,11.901945558106581
529,-1.93,2.6990000000000007,11.868216000677497
530,-1.93,2.7360000000000007,11.835375371905037
531,-1.93,2.7730000000000006,11.803583898262186
532,-1.93,2.8100000000000005,11.7729977888287
533,-1.93,2.8470000000000004,11.743768424698706
534,-1.93,2.8840000000000003,11.716041567131105
535,-1.93,2.9210000000000003,11.68995659020392
536,-1.93,2.958000000000001,11.665645743716947
537,-1.93,2.995000000000001,11.643233452005981
538,-1.93,3.032000000000001,11.62283565418498
539,-1.93,3.069000000000001,11.604559191119971
540,-1.93,3.1060000000000008,11.588501244160803
541,-1.93,3.1430000000000007,11.57474883031609
542,-1.93,3.1800000000000006,11.563378358155656
543,-1.93,3.2170000000000005,11.554455248267335
544,-1.93,3.2540000000000004,11.548033621585798
545,-1.93,3.2910000000000004,11.544156058356027
546,-1.93,3.328000000000001,11.542853429899091
547,-1.93,3.365000000000001,11.544144804720538
548,-1.93,3.402000000000001,11.548037429849153
549,-1.93,3.439000000000001,11.554526787624427
550,-1.93,3.476000000000001,11.563596727472966
551,-1.93,3.513000000000001,11.575219671535859
552,-1.93,3.5500000000000007,11.589356892339243
553,-1.93,3.5870000000000006,11.605958860047446
554,-1.93,3.6240000000000006,11.62496565621038
555,-1.93,3.6610000000000005,11.646307450322087
556,-1.93,3.6980000000000004,11.669905034953091
557,-1.93,3.735000000000001,11.695670414712051
558,-1.93,3.772000000000001,11.723507443838376
559,-1.93,3.809000000000001,11.753312506832307
560,-1.93,3.846000000000001,11.784975236196718
561,-1.93,3.883000000000001,11.81837926109942
562,-1.93,3.920000000000001,11.853402980568243
563,-1.93,3.9570000000000007,11.889920354705557
564,-1.93,3.9940000000000007,11.927801707354448
565,-1.93,4.031000000000001,11.966914533665326
566,-1.93,4.0680000000000005,12.007124306097708
567,-1.93,4.105,12.048295272545152
568,-1.93,4.142000000000001,12.090291240488483
569,-1.93,4.179000000000001,12.1329763413597
570,-1.93,4.216000000000001,12.176215769631378
571,-1.93,4.253000000000001,12.21987649152876
572,-1.93,4.290000000000001,12.263827918688188
573,-1.93,4.327000000000001,12.30794254254943
574,-1.93,4.364000000000001,12.352096525764551
575,-1.93,4.401000000000001,12.396170247424966
576,-1.93,4.438000000000001,12.440048799444458
577,-1.93,4.4750000000000005,12.48362243198206
578,-1.93,4.5120000000000005,12.526786946337964
579,-1.93,4.549000000000001,12.569444034301267
580,-1.93,4.586000000000001,12.611501563464005
581,-1.93,4.623000000000001,12.652873808535539
582,-1.93,4.660000000000001,12.693481629189218
583,-1.93,4.697000000000001,12.73325259544452
584,-1.93,4.734000000000001,12.77212106202779
585,-1.93,4.771000000000001,12.810028193559598
586,-1.93,4.808000000000001,12.846921942783265
587,-1.93,4.845000000000001,12.88275698437457
588,-1.93,4.882000000000001,12.917494607155474
589,-1.93,4.919000000000001,12.951102567773162
590,-1.93,4.956000000000001,12.983554909099684
591,-1.93,4.993000000000001,13.014831746756533
592,-1.93,5.030000000000001,13.044919027273703
593,-1.93,5.067000000000001,13.073808261454857
594,-1.93,5.104000000000001,13.101496236541283
595,-1.93,5.141000000000001,13.127984710749038
