,Unnamed: 0,nProcessors,nSimulations,nFPT,walltime,MFPT,timer,k,tstar
12564,564,1,2027,1000,1267481.1111062225,27445.69029692978,1125,1.8890853736884824e-05,792.0007910015821
12565,565,1000,2027,1000,2250.0,27445.69029692978,1125,1.8890853736884824e-05,792.0007910015821
12566,566,1,1999,1000,1223310.098435197,67272.52597549547,1125,7.496934287071823e-06,616.00061500123
12567,567,1000,1999,1000,2250.0,67272.52597549547,1125,7.496934287071823e-06,616.00061500123
12568,568,1,1902,1000,1123665.107915216,44731.21084179522,1125,1.0743838342405218e-05,600.0005990011981
12569,569,1000,1902,1000,1516.00039000078,44731.21084179522,1125,1.0743838342405218e-05,600.0005990011981
12570,570,1,2085,1000,1325508.1038832078,36372.25189964282,1125,1.4561679273306484e-05,577.000576001152
12571,571,1000,2085,1000,2250.0,36372.25189964282,1125,1.4561679273306484e-05,577.000576001152
12572,572,1,2022,1000,1261089.1103392208,52627.67421370874,1125,9.719257243179005e-06,705.000704001408
12573,573,1000,2022,1000,2250.0,52627.67421370874,1125,9.719257243179005e-06,705.000704001408
12621,621,1000,2007,1000,2250.0,15313.549285203542,1125,3.414364034623673e-05,425.00042400084806
12574,574,1,1890,1000,1104121.101871204,48346.21776003461,1125,9.859285784687077e-06,558.0005570011141
12576,576,1,1990,1000,1212247.097497195,43433.05660968656,1125,1.16170546288886e-05,642.000641001282
12577,577,1000,1990,1000,1954.00082000164,43433.05660968656,1125,1.16170546288886e-05,642.000641001282
12578,578,1,1969,1000,1189963.0988381978,16742.0773923482,1125,3.0495492953576703e-05,509.000508001016
12579,579,1000,1969,1000,1708.000581001162,16742.0773923482,1125,3.0495492953576703e-05,509.000508001016
12580,580,1,2010,1000,1237227.0999772002,48225.78316411385,1125,1.0554189292309869e-05,590.000589001178
12581,581,1000,2010,1000,2250.0,48225.78316411385,1125,1.0554189292309869e-05,590.000589001178
12582,582,1,1899,1000,1119344.1069692138,20522.437297078017,1125,2.3749916714026635e-05,461.00046000092
12583,583,1000,1899,1000,1484.00035500071,20522.437297078017,1125,2.3749916714026635e-05,461.00046000092
12584,584,1,1934,1000,1155774.1040242082,18777.4925430432,1125,2.6564355804767324e-05,449.000448000896
12585,585,1000,1934,1000,1560.000431000862,18777.4925430432,1125,2.6564355804767324e-05,449.000448000896
12586,586,1,1964,1000,1195428.1099282198,25254.77653676138,1125,1.991531734025809e-05,578.000577001154
12587,587,1000,1964,1000,1686.000559001118,25254.77653676138,1125,1.991531734025809e-05,578.000577001154
12588,588,1,2024,1000,1258104.10510421,53181.09271144089,1125,9.625830837984856e-06,580.000579001158
12575,575,1000,1890,1000,1460.000329000658,48346.21776003461,1125,9.859285784687077e-06,558.0005570011141
12498,498,1,2020,1000,1253893.105393211,19521.770286665997,1125,2.671549989492985e-05,652.0006510013021
12746,746,1,2007,1000,1234530.1006552014,69545.18578315449,1125,7.279027425527009e-06,564.000563001126
12748,748,1,1990,1000,1218500.1037502077,11347.448701883362,1125,4.63419733650707e-05,517.000516001032
12905,905,1000,2020,1000,2250.0,23427.847084621688,1125,2.2140440065020927e-05,621.00062000124
12906,906,1,1927,1000,1148260.1043852088,26755.571842177105,1125,1.838930813938397e-05,586.0005850011701
12907,907,1000,1927,1000,1540.000413000826,26755.571842177105,1125,1.838930813938397e-05,586.0005850011701
12908,908,1,1968,1000,1195081.10508121,48170.56970479628,1125,1.0341372103883508e-05,534.0005330010661
12909,909,1000,1968,1000,1706.000577001154,48170.56970479628,1125,1.0341372103883508e-05,534.0005330010661
12910,910,1,2035,1000,1268897.1035222071,30866.335249277425,1125,1.681721045430371e-05,548.0005470010941
12911,911,1000,2035,1000,2250.0,30866.335249277425,1125,1.681721045430371e-05,548.0005470010941
12912,912,1,1972,1000,1201385.106885214,28330.17821982702,1125,1.778079365319427e-05,572.000571001142
12913,913,1000,1972,1000,1765.000637001274,28330.17821982702,1125,1.778079365319427e-05,572.000571001142
12914,914,1,2022,1000,1251769.101019202,33018.41864528174,1125,1.5600320782955384e-05,499.00049800099606
12915,915,1000,2022,1000,2250.0,33018.41864528174,1125,1.5600320782955384e-05,499.00049800099606
12916,916,1,2007,1000,1237161.1032862067,57327.76196285463,1125,8.84732940829697e-06,555.0005540011081
12917,917,1000,2007,1000,2250.0,57327.76196285463,1125,8.84732940829697e-06,555.0005540011081
12918,918,1,1987,1000,1212567.1011922022,33742.20055219666,1125,1.499243875353526e-05,536.00053500107
12919,919,1000,1987,1000,1931.0008000016,33742.20055219666,1125,1.499243875353526e-05,536.00053500107
12920,920,1,2017,1000,1253961.1088362178,32497.298257246395,1125,1.581818525580678e-05,642.000641001282
12921,921,1000,2017,1000,2250.0,32497.298257246395,1125,1.581818525580678e-05,642.000641001282
