,nProcessors,nSimulations,nFPT,walltime,MFPT,timer,alpha,tstar
728,1,164,100,268.6783526390867,3.229282476535365,2,1.4905643520477942,1.3717788340932415
729,100,164,100,9.653665195400864,3.229282476535365,2,1.4905643520477942,1.3717788340932415
730,1,167,100,268.8255660435104,3.7886180913764083,2,1.3682596914589134,1.0051578854529493
731,100,167,100,7.66815383205612,3.7886180913764083,2,1.3682596914589134,1.0051578854529493
732,1,163,100,263.7903711959017,3.986211263226294,2,1.3264569539876352,1.0008469909375435
733,100,163,100,11.580398216914197,3.986211263226294,2,1.3264569539876352,1.0008469909375435
734,1,155,100,240.9144968285654,3.502564628374369,2,1.3642588904255892,1.2222410986186376
735,100,155,100,15.734581513693572,3.502564628374369,2,1.3642588904255892,1.2222410986186376
736,1,157,100,247.50804903293985,3.348494035131047,2,1.4097690163043688,1.0286614912659657
737,100,157,100,9.097033061287625,3.348494035131047,2,1.4097690163043688,1.0286614912659657
738,1,182,100,294.0940655489262,8.24460206225741,2,1.135938995444183,1.0669077820726636
739,100,182,100,19.138370108912998,8.24460206225741,2,1.135938995444183,1.0669077820726636
740,1,166,100,266.89291516300136,4.664958601961314,2,1.2601035383154366,1.136163199593365
741,100,166,100,11.506993860014953,4.664958601961314,2,1.2601035383154366,1.136163199593365
742,1,202,100,338.8870690451562,17.522678873716114,2,1.063736175953161,1.0042674366067257
743,100,202,100,19.215800843839958,17.522678873716114,2,1.063736175953161,1.0042674366067257
744,1,164,100,260.4964126271414,3.3552860884329747,2,1.4417288764883247,1.0056596775022002
745,100,164,100,13.980315461832642,3.3552860884329747,2,1.4417288764883247,1.0056596775022002
746,1,163,100,265.7983245729546,3.179547049605989,2,1.4990734572283364,1.093700883773337
747,100,163,100,11.938131798046314,3.179547049605989,2,1.4990734572283364,1.093700883773337
748,1,167,100,271.8492779855408,3.0537962247169346,2,1.5627067569710267,1.4383938038410742
749,100,167,100,11.716710203893065,3.0537962247169346,2,1.5627067569710267,1.4383938038410742
750,1,166,100,264.06121246754856,3.8590462993623205,2,1.3505599248571727,1.0145866464746722
751,100,166,100,11.49717823502246,3.8590462993623205,2,1.3505599248571727,1.0145866464746722
752,1,161,100,265.40303724628524,4.122783746142513,2,1.3062516920994283,1.0005576566683787
753,100,161,100,9.647812455258375,4.122783746142513,2,1.3062516920994283,1.0005576566683787
754,1,166,100,267.4980304273209,3.7676483511939165,2,1.368785548755024,1.0026786546079405
755,100,166,100,9.150397110823901,3.7676483511939165,2,1.368785548755024,1.0026786546079405
756,1,173,100,281.8108888221461,4.956846629144131,2,1.253593921760456,1.01185214566621
757,100,173,100,9.693564200461813,4.956846629144131,2,1.253593921760456,1.01185214566621
758,1,169,100,275.44976597056075,3.1716246391310543,2,1.5296390664717063,1.2429138776433861
759,100,169,100,9.739958125242218,3.1716246391310543,2,1.5296390664717063,1.2429138776433861
760,1,161,100,262.60707804408196,2.310644804905698,2,2.1151050197361947,1.653198874902246
761,100,161,100,9.686673937658277,2.310644804905698,2,2.1151050197361947,1.653198874902246
762,1,177,100,293.6386002740022,12.560858641168956,2,1.079807906340642,1.0019884839606352
763,100,177,100,13.360857021247304,12.560858641168956,2,1.079807906340642,1.0019884839606352
764,1,169,100,270.04397941043555,3.5180605109276093,2,1.4252588379582107,1.0010665585561807
765,100,169,100,25.228214416088736,3.5180605109276093,2,1.4252588379582107,1.0010665585561807
766,1,175,100,291.010490268491,4.121282155961628,2,1.3486637798638872,1.1762075611095681
767,100,175,100,13.40321659104669,4.121282155961628,2,1.3486637798638872,1.1762075611095681
768,1,177,100,293.6898822929566,7.493505336724078,2,1.1491293515227579,1.0042166460623785
769,100,177,100,17.01902176167062,7.493505336724078,2,1.1491293515227579,1.0042166460623785
770,1,177,100,292.1426033832179,5.443032292960253,2,1.2294144778400211,1.0104067388857665
771,100,177,100,11.493178165928548,5.443032292960253,2,1.2294144778400211,1.0104067388857665
772,1,174,100,281.9314436591303,4.4857759482357835,2,1.2968349543778774,1.001157342381839
773,100,174,100,13.022971137869124,4.4857759482357835,2,1.2968349543778774,1.001157342381839
774,1,167,100,272.3670859818168,3.183227107833031,2,1.516911809403867,1.1635257312533567
775,100,167,100,15.204206117317922,3.183227107833031,2,1.516911809403867,1.1635257312533567
776,1,154,100,242.05880214131957,3.3142775958982367,2,1.4024745512364767,1.0306022624169928
777,100,154,100,11.034722837344956,3.3142775958982367,2,1.4024745512364767,1.0306022624169928
778,1,190,100,318.60694173054543,14.741673696043334,2,1.072513071735039,1.0115807909857517
779,100,190,100,15.240636433055618,14.741673696043334,2,1.072513071735039,1.0115807909857517
780,1,198,100,335.591198395275,19699.229995888036,2,1.000050254967707,1.0119284515663436
781,100,198,100,13.303602262204143,19699.229995888036,2,1.000050254967707,1.0119284515663436
782,1,212,100,363.0919382661481,7.281058064895323,2,1.1897513320793047,1.922011349902611
783,100,212,100,11.825697532825865,7.281058064895323,2,1.1897513320793047,1.922011349902611
784,1,190,100,319.0986478773747,21.4496095553331,2,1.0479191486702382,1.0018436861500868
785,100,190,100,15.150271969686266,21.4496095553331,2,1.0479191486702382,1.0018436861500868
786,1,177,100,295.03692184744784,4.631617657383757,2,1.2934678234826882,1.0988788780296717
787,100,177,100,9.803104844215392,4.631617657383757,2,1.2934678234826882,1.0988788780296717
788,1,168,100,268.440773892112,9.585586976647878,2,1.1013459760431006,1.7450067588231568
789,100,168,100,13.739211293516156,9.585586976647878,2,1.1013459760431006,1.7450067588231568
790,1,173,100,281.49638849252665,6.307705109840647,2,1.1803055472725192,1.0948877894483142
791,100,173,100,13.111980376722318,6.307705109840647,2,1.1803055472725192,1.0948877894483142
792,1,175,100,286.3260286849695,3.720465285624794,2,1.4112344917219237,1.5436285368872071
793,100,175,100,9.549344661500434,3.720465285624794,2,1.4112344917219237,1.5436285368872071
794,1,146,100,228.4305856066611,2.634091856712957,2,1.589189051529289,1.0022879934798175
795,100,146,100,7.736469449529514,2.634091856712957,2,1.589189051529289,1.0022879934798175
796,1,164,100,267.7076106963535,2.090763234989603,2,2.702635736902293,1.9427459585746452
797,100,164,100,11.473229459126529,2.090763234989603,2,2.702635736902293,1.9427459585746452
798,1,162,100,262.1662730877115,3.4462666506866553,2,1.4187365360653779,1.0035789200275855
799,100,162,100,11.069898656223524,3.4462666506866553,2,1.4187365360653779,1.0035789200275855
800,1,194,100,320.1101062150483,12.1540848539353,2,1.0922571537128811,1.0002860071319999
801,100,194,100,11.480527691581116,12.1540848539353,2,1.0922571537128811,1.0002860071319999
802,1,183,100,301.043848843759,5.510534161250216,2,1.2346674830662727,1.0014315534059877
803,100,183,100,11.105373999021856,5.510534161250216,2,1.2346674830662727,1.0014315534059877
804,1,179,100,296.36516784719277,9.510619664575556,2,1.1123726759882797,1.357432095485838
805,100,179,100,11.704524892401672,9.510619664575556,2,1.1123726759882797,1.357432095485838
806,1,165,100,266.3655636109503,4.008453437873484,2,1.3290895517299408,1.0032026799085931
807,100,165,100,11.003202679908593,4.008453437873484,2,1.3290895517299408,1.0032026799085931
808,1,183,100,305.02146590609493,8.850298128387056,2,1.1262757759947917,1.0040454489702288
809,100,183,100,15.74084928001167,8.850298128387056,2,1.1262757759947917,1.0040454489702288
810,1,145,100,232.23820712757413,2.301258178401229,2,1.8871869905002936,1.2822584159672534
811,100,145,100,9.505340688038363,2.301258178401229,2,1.8871869905002936,1.2822584159672534
812,1,178,100,291.8418122992912,5.165806455746284,2,1.2485375568915493,1.003371157414958
813,100,178,100,9.734402639577418,5.165806455746284,2,1.2485375568915493,1.003371157414958
814,1,185,100,307.130496461112,3.8948929870135327,2,1.4111994215070345,1.2216394442516905
