,x,FES
0,0.28163452,2.822991475272957
1,0.30101156000000007,0.5582241570805354
2,0.3203886,0.25047332773012676
3,0.33976564,0.6205346074579081
4,0.35914268000000005,1.0465074896374218
5,0.37851972,1.280824506580542
6,0.39789676000000007,1.0307113986578724
7,0.41727380000000003,0.7525514437591297
8,0.43665084000000004,0.9117724271428063
9,0.45602788000000005,1.2370881931379578
10,0.47540492,1.4021506278667257
11,0.4947819600000001,1.374164922175253
12,0.514159,1.3579504270766019
13,0.5335360400000001,1.4351361043833013
14,0.5529130800000001,1.4990970915747013
15,0.57229012,1.521375760949401
16,0.5916671600000001,1.5055846027435673
17,0.6110442,1.4301658078194988
18,0.6304212400000001,1.384243670225492
19,0.6497982800000001,1.4179535510633046
20,0.66917532,1.4885295684694198
21,0.6885523600000001,1.5299611332615273
22,0.7079294,1.4821968290205576
23,0.7273064400000001,1.3339741651215478
24,0.7466834800000001,1.129909533899949
25,0.7660605200000001,0.9739996623001155
26,0.7854375600000001,0.8281577379548076
27,0.8048146,0.7396951959443216
28,0.82419164,0.6564951623011591
29,0.8435686800000001,0.544776620175548
30,0.8629457200000001,0.44164365169244724
31,0.8823227600000001,0.34690390383435077
32,0.9016998,0.273652085849009
33,0.92107684,0.21183228971500234
34,0.9404538800000001,0.15823019456570897
35,0.9598309200000001,0.09294350013262376
36,0.9792079600000001,0.03527517459819873
37,0.9985850000000001,0.0
38,1.01796204,0.02298735915786454
39,1.0373390800000002,0.11449006544434825
40,1.05671612,0.3093403315099692
41,1.07609316,0.6052645190408331
42,1.0954702,1.025002534437538
43,1.11484724,1.5596957322044123
44,1.1342242800000002,2.2251110802149987
45,1.15360132,3.049569140679544
46,1.17297836,4.055308752608044
47,1.1923554000000003,5.318543020970695
48,1.21173244,6.982048154675072
49,1.2311094800000002,9.083962552206966
