,Unnamed: 0,nProcessors,nSimulations,nFPT,walltime,MFPT,timer,k,tstar
2171,2171,100,5296,100,104755.851,23378.97383197048,500,4.287322742768084e-05,2.307
3997,3997,100,5267,100,151736.87,23462.46838619589,500,4.2712979618849513e-05,2.312
2499,2499,100,6074,100,135966.36,27613.989864634503,500,3.626876247129798e-05,35.996
2501,2501,100,5925,100,118065.179,31095.88669530008,500,3.2127555562870155e-05,73.344
2841,2841,100,6303,100,165077.979,47227.01073741247,500,2.1059258553543843e-05,221.84
2840,2840,1,6303,100,3122067.439,47227.01073741247,500,2.1059258553543843e-05,221.84
2839,2839,100,5068,100,139045.903,25648.347877550576,500,3.897077832662937e-05,67.872
2838,2838,1,5068,100,2505694.151,25648.347877550576,500,3.897077832662937e-05,67.872
2837,2837,100,5314,100,149871.557,24313.04273274076,500,4.119504673494032e-05,318.191
2836,2836,1,5314,100,2630894.327,24313.04273274076,500,4.119504673494032e-05,318.191
2835,2835,100,6059,100,137943.291,28595.631031616176,500,3.49999428819922e-05,5.203
2834,2834,1,6059,100,3003507.713,28595.631031616176,500,3.49999428819922e-05,5.203
2833,2833,100,5641,100,133836.621,28193.08033857817,500,3.5464102480075706e-05,3.266
2832,2832,1,5641,100,2794667.085,28193.08033857817,500,3.5464102480075706e-05,3.266
2831,2831,100,5866,100,108415.268,30896.9456038694,500,3.23323180339443e-05,95.574
2830,2830,1,5866,100,2905986.09,30896.9456038694,500,3.23323180339443e-05,95.574
2829,2829,100,5461,100,170334.107,28109.659587013808,500,3.554931833437017e-05,90.5
2828,2828,1,5461,100,2702271.587,28109.659587013808,500,3.554931833437017e-05,90.5
2827,2827,100,5020,100,145972.566,26724.51713149236,500,3.736516271220361e-05,80.122
2826,2826,1,5020,100,2483622.899,26724.51713149236,500,3.736516271220361e-05,80.122
2825,2825,100,6146,100,146080.885,29680.825405685016,500,3.3706568799885534e-05,2.764
2824,2824,1,6146,100,3046787.837,29680.825405685016,500,3.3706568799885534e-05,2.764
2823,2823,100,5708,100,129993.354,27838.819228803743,500,3.593134117323247e-05,2.526
2822,2822,1,5708,100,2828536.913,27838.819228803743,500,3.593134117323247e-05,2.526
2821,2821,100,5436,100,202428.353,37100.85046331834,500,2.681556619982592e-05,277.187
2820,2820,1,5436,100,2691323.901,37100.85046331834,500,2.681556619982592e-05,277.187
2819,2819,100,5629,100,151891.341,26626.52260782367,500,3.758864387156514e-05,1.06
2818,2818,1,5629,100,2788397.913,26626.52260782367,500,3.758864387156514e-05,1.06
2817,2817,100,4993,100,125398.97,23358.88670842127,500,4.28610555807955e-05,1.92
2816,2816,1,4993,100,2471343.749,23358.88670842127,500,4.28610555807955e-05,1.92
2815,2815,100,6972,100,250188.778,34099.248838223706,500,2.9332672361320103e-05,5.155
2842,2842,1,5661,100,2802046.451,39829.259762198526,500,2.497402079139769e-05,282.759
2814,2814,1,6972,100,3461956.609,34099.248838223706,500,2.9332672361320103e-05,5.155
2843,2843,100,5661,100,115924.256,39829.259762198526,500,2.497402079139769e-05,282.759
2845,2845,100,6201,100,281288.261,26102.10474900568,500,3.842313959344785e-05,361.11
2872,2872,1,6716,100,3332241.824,35619.300949832585,500,2.8047329725019536e-05,2.113
2871,2871,100,6329,100,134571.147,30786.601709092934,500,3.249162408334762e-05,1.92
2870,2870,1,6329,100,3137455.912,30786.601709092934,500,3.249162408334762e-05,1.92
2869,2869,100,6549,100,180654.44,32874.31742589557,500,3.041337980688617e-05,130.693
2868,2868,1,6549,100,3249073.207,32874.31742589557,500,3.041337980688617e-05,130.693
2867,2867,100,6078,100,135897.257,29152.87664110655,500,3.4320914385958643e-05,7.532
2866,2866,1,6078,100,3011675.696,29152.87664110655,500,3.4320914385958643e-05,7.532
2865,2865,100,5755,100,168280.614,29755.05595867645,500,3.358315963147412e-05,105.492
2864,2864,1,5755,100,2852379.321,29755.05595867645,500,3.358315963147412e-05,105.492
2863,2863,100,5716,100,108546.984,39795.601696542624,500,2.4999591396854027e-05,252.934
2862,2862,1,5716,100,2827987.693,39795.601696542624,500,2.4999591396854027e-05,252.934
2861,2861,100,5001,100,100538.087,26229.707597408284,500,3.808028946938792e-05,76.575
2860,2860,1,5001,100,2473014.943,26229.707597408284,500,3.808028946938792e-05,76.575
2859,2859,100,5733,100,123317.642,27076.83299377471,500,3.6964168804522566e-05,2.63
2858,2858,1,5733,100,2840663.411,27076.83299377471,500,3.6964168804522566e-05,2.63
2857,2857,100,7229,100,225530.077,35828.080695925666,500,2.791160205304816e-05,1.209
2856,2856,1,7229,100,3587694.311,35828.080695925666,500,2.791160205304816e-05,1.209
2855,2855,100,5793,100,149292.662,32129.632957528764,500,3.106610392480793e-05,294.656
2854,2854,1,5793,100,2872571.29,32129.632957528764,500,3.106610392480793e-05,294.656
2853,2853,100,5923,100,186861.863,36024.59184130388,500,2.767055083185112e-05,190.238
2852,2852,1,5923,100,2933321.995,36024.59184130388,500,2.767055083185112e-05,190.238
2851,2851,100,5913,100,215949.608,29276.743358532403,500,3.415727045518742e-05,1.06
2850,2850,1,5913,100,2929995.798,29276.743358532403,500,3.415727045518742e-05,1.06
2849,2849,100,5468,100,113900.792,22728.26148198922,500,4.4155424978811385e-05,81.363
2848,2848,1,5468,100,2707567.934,22728.26148198922,500,4.4155424978811385e-05,81.363
2847,2847,100,5884,100,164683.305,27629.192208613644,500,3.622815029698092e-05,1.06
2846,2846,1,5884,100,2915314.235,27629.192208613644,500,3.622815029698092e-05,1.06
2844,2844,1,6201,100,3074625.751,26102.10474900568,500,3.842313959344785e-05,361.11
2813,2813,100,6042,100,165556.017,40135.20141057863,500,2.4809829868513933e-05,314.403
2812,2812,1,6042,100,2995043.037,40135.20141057863,500,2.4809829868513933e-05,314.403
2811,2811,100,5344,100,141871.281,73911.28464962762,500,1.3365974375358516e-05,355.162
2778,2778,1,5222,100,2585767.067,25977.520435476927,500,3.8491353957307726e-05,2.113
2777,2777,100,5060,100,115164.93,31566.819026770656,500,3.1547272875184025e-05,269.299
2776,2776,1,5060,100,2503737.541,31566.819026770656,500,3.1547272875184025e-05,269.299
2775,2775,100,5949,100,155886.596,45802.36294789698,500,2.170072113680082e-05,277.187
2774,2774,1,5949,100,2948043.728,45802.36294789698,500,2.170072113680082e-05,277.187
2773,2773,100,5705,100,102573.049,36669.13463975457,500,2.715959733212141e-05,249.12
2772,2772,1,5705,100,2824692.219,36669.13463975457,500,2.715959733212141e-05,249.12
2771,2771,100,5662,100,189127.182,25650.63507629157,500,3.905146197375631e-05,21.785
2770,2770,1,5662,100,2806449.584,25650.63507629157,500,3.905146197375631e-05,21.785
2769,2769,100,5642,100,120050.423,29100.33423106224,500,3.433974164661811e-05,5.997
2768,2768,1,5642,100,2796732.937,29100.33423106224,500,3.433974164661811e-05,5.997
2767,2767,100,6104,100,161921.461,33693.22375465332,500,2.962924062769661e-05,168.523
2766,2766,1,6104,100,3025777.406,33693.22375465332,500,2.962924062769661e-05,168.523
2765,2765,100,7330,100,264802.181,33400.16250137597,500,2.997706125816818e-05,8.509
2764,2764,1,7330,100,3638775.567,33400.16250137597,500,2.997706125816818e-05,8.509
2763,2763,100,6153,100,164673.771,35548.370451691546,500,2.8064879341155915e-05,133.159
2762,2762,1,6153,100,3050305.518,35548.370451691546,500,2.8064879341155915e-05,133.159
2761,2761,100,5922,100,191515.024,27151.234159644664,500,3.688145576281329e-05,2.63
2760,2760,1,5922,100,2932499.217,27151.234159644664,500,3.688145576281329e-05,2.63
2759,2759,100,5393,100,125204.057,23927.44129624844,500,4.1884698323141616e-05,317.848
2758,2758,1,5393,100,2669958.593,23927.44129624844,500,4.1884698323141616e-05,317.848
2757,2757,100,6952,100,180427.882,34117.36107822516,500,2.9315304874785783e-05,1.741
2756,2756,1,6952,100,3449330.333,34117.36107822516,500,2.9315304874785783e-05,1.741
2755,2755,100,5824,100,282792.348,28286.147841192756,500,3.536607479257995e-05,27.761
2754,2754,1,5824,100,2888502.553,28286.147841192756,500,3.536607479257995e-05,27.761
2753,2753,100,5806,100,193238.109,27946.6826647268,500,3.5800423969316275e-05,26.548
2752,2752,1,5806,100,2874852.226,27946.6826647268,500,3.5800423969316275e-05,26.548
2779,2779,100,5222,100,119425.346,25977.520435476927,500,3.8491353957307726e-05,2.113
2780,2780,1,6290,100,3118783.121,68001.88772886373,500,1.4577977306091533e-05,431.644
2781,2781,100,6290,100,163056.743,68001.88772886373,500,1.4577977306091533e-05,431.644
2782,2782,1,6443,100,3194134.328,36719.713516941214,500,2.717757131728037e-05,42.235
2810,2810,1,5344,100,2642382.98,73911.28464962762,500,1.3365974375358516e-05,355.162
2809,2809,100,5895,100,141391.549,31031.071405825616,500,3.219338400450874e-05,8.124
2808,2808,1,5895,100,2922236.794,31031.071405825616,500,3.219338400450874e-05,8.124
2807,2807,100,5803,100,194037.499,39156.42788518624,500,2.5419887875081283e-05,240.084
2806,2806,1,5803,100,2872856.626,39156.42788518624,500,2.5419887875081283e-05,240.084
2805,2805,100,5802,100,185209.498,33116.28244192044,500,3.012680976294829e-05,132.743
2804,2804,1,5802,100,2874032.645,33116.28244192044,500,3.012680976294829e-05,132.743
2803,2803,100,5647,100,135376.051,28573.674868902304,500,3.498351180980302e-05,89.936
2802,2802,1,5647,100,2795131.293,28573.674868902304,500,3.498351180980302e-05,89.936
2801,2801,100,6605,100,146402.01,35148.40770049862,500,2.8421055923802035e-05,112.894
2800,2800,1,6605,100,3275629.745,35148.40770049862,500,2.8421055923802035e-05,112.894
2799,2799,100,5882,100,143009.47,31414.07989488432,500,3.1792886191311776e-05,101.134
2798,2798,1,5882,100,2913034.613,31414.07989488432,500,3.1792886191311776e-05,101.134
2873,2873,100,6716,100,142079.59,35619.300949832585,500,2.8047329725019536e-05,2.113
2797,2797,100,5264,100,147467.363,25605.13221748984,500,3.9068420190376105e-05,227.29
2795,2795,100,5430,100,134451.295,27115.03592309873,500,3.687428724477267e-05,1.936
2794,2794,1,5430,100,2689478.274,27115.03592309873,500,3.687428724477267e-05,1.936
2793,2793,100,6392,100,125505.155,32597.411780070084,500,3.0663749725426985e-05,23.53
2792,2792,1,6392,100,3169225.538,32597.411780070084,500,3.0663749725426985e-05,23.53
2791,2791,100,6372,100,116902.01,32733.585113445773,500,3.053279757299934e-05,66.577
2790,2790,1,6372,100,3159952.758,32733.585113445773,500,3.053279757299934e-05,66.577
2789,2789,100,5982,100,159108.593,28360.22277631354,500,3.5287636078706047e-05,1.92
2788,2788,1,5982,100,2963574.79,28360.22277631354,500,3.5287636078706047e-05,1.92
2787,2787,100,6760,100,183007.245,43086.11245307982,500,2.3132331336049832e-05,229.158
2786,2786,1,6760,100,3353396.101,43086.11245307982,500,2.3132331336049832e-05,229.158
2785,2785,100,5441,100,141850.907,26279.14560995281,500,3.807129196662422e-05,0.898
2784,2784,1,5441,100,2695397.307,26279.14560995281,500,3.807129196662422e-05,0.898
2783,2783,100,6443,100,123073.855,36719.713516941214,500,2.717757131728037e-05,42.235
2796,2796,1,5264,100,2607048.533,25605.13221748984,500,3.9068420190376105e-05,227.29
2751,2751,100,6117,100,127025.375,34351.68028187388,500,2.905376347100243e-05,184.099
2874,2874,1,5737,100,2841903.116,34139.56674644342,500,2.920471302931798e-05,172.074
2876,2876,1,5921,100,2933335.526,34272.35733051167,500,2.9105976181266186e-05,96.543
2966,2966,1,5453,100,2699232.517,26497.92624833046,500,3.775196084413315e-05,10.401
2965,2965,100,4771,100,214430.389,18852.36448717326,500,5.333304275381391e-05,153.887
2964,2964,1,4771,100,2362903.791,18852.36448717326,500,5.333304275381391e-05,153.887
2963,2963,100,5105,100,87292.325,27131.54987842986,500,3.680681206712397e-05,67.201
2962,2962,1,5105,100,2526298.724,27131.54987842986,500,3.680681206712397e-05,67.201
2961,2961,100,5255,100,119605.705,27242.346474646867,500,3.667537230332476e-05,42.924
2960,2960,1,5255,100,2600993.711,27242.346474646867,500,3.667537230332476e-05,42.924
2959,2959,100,4291,100,188847.621,20851.718025495848,500,4.797709339375323e-05,8.397
2958,2958,1,4291,100,2120534.798,20851.718025495848,500,4.797709339375323e-05,8.397
2957,2957,100,5567,100,122066.421,26515.85789844785,500,3.774078025770714e-05,1.356
2956,2956,1,5567,100,2757210.318,26515.85789844785,500,3.774078025770714e-05,1.356
2955,2955,100,6830,100,208791.167,32454.354078920936,500,3.083268603238813e-05,7.438
2954,2954,1,6830,100,3388385.726,32454.354078920936,500,3.083268603238813e-05,7.438
2953,2953,100,5449,100,106847.255,30161.45314811549,500,3.308946112437449e-05,156.332
2952,2952,1,5449,100,2697080.335,30161.45314811549,500,3.308946112437449e-05,156.332
2951,2951,100,5232,100,103824.869,26753.336283415665,500,3.735539001248929e-05,109.02
2950,2950,1,5232,100,2590336.204,26753.336283415665,500,3.735539001248929e-05,109.02
2949,2949,100,5081,100,99769.727,25514.83811659487,500,3.918071127655693e-05,79.223
2948,2948,1,5081,100,2512010.995,25514.83811659487,500,3.918071127655693e-05,79.223
2947,2947,100,5644,100,192507.981,34091.28278990059,500,2.9238032558673145e-05,267.708
2946,2946,1,5644,100,2795158.396,34091.28278990059,500,2.9238032558673145e-05,267.708
2945,2945,100,5467,100,120040.697,27131.804841849596,500,3.6855870346566016e-05,9.103
2944,2944,1,5467,100,2708270.355,27131.804841849596,500,3.6855870346566016e-05,9.103
2943,2943,100,5167,100,139415.716,25936.17124428129,500,3.85454025621017e-05,1.356
2942,2942,1,5167,100,2556830.856,25936.17124428129,500,3.85454025621017e-05,1.356
2941,2941,100,5453,100,124397.293,23576.575832384955,500,4.253137990618824e-05,285.512
2940,2940,1,5453,100,2703055.67,23576.575832384955,500,4.253137990618824e-05,285.512
2967,2967,100,5453,100,106965.254,26497.92624833046,500,3.775196084413315e-05,10.401
2939,2939,100,6424,100,114464.92,47403.69636806813,500,2.098646331039728e-05,304.452
2968,2968,1,6157,100,3053747.586,27633.8986547796,500,3.625032298432664e-05,49.293
2970,2970,1,5163,100,2557280.954,24190.10395217344,500,4.138594246239166e-05,49.394
2997,2997,100,5281,100,128232.796,34254.06407179934,500,2.9060459378473984e-05,235.367
2996,2996,1,5281,100,2612226.458,34254.06407179934,500,2.9060459378473984e-05,235.367
2995,2995,100,6399,100,118790.063,31638.582698997267,500,3.160890259977596e-05,35.273
2994,2994,1,6399,100,3175990.18,31638.582698997267,500,3.160890259977596e-05,35.273
2993,2993,100,5225,100,132203.265,27568.23867549109,500,3.623020261607567e-05,1.001
2992,2992,1,5225,100,2587482.392,27568.23867549109,500,3.623020261607567e-05,1.001
2991,2991,100,5633,100,134953.738,32359.7372386538,500,3.0825898495493234e-05,162.692
2990,2990,1,5633,100,2790470.35,32359.7372386538,500,3.0825898495493234e-05,162.692
2989,2989,100,6163,100,118620.796,32886.51424470939,500,3.037199904295884e-05,99.269
2988,2988,1,6163,100,3054926.713,32886.51424470939,500,3.037199904295884e-05,99.269
2987,2987,100,5653,100,144451.314,27859.428140574204,500,3.58976887687981e-05,1.209
2986,2986,1,5653,100,2799722.669,27859.428140574204,500,3.58976887687981e-05,1.209
2985,2985,100,5337,100,96644.511,37524.59979239384,500,2.6499360550419244e-05,259.732
2984,2984,1,5337,100,2641378.799,37524.59979239384,500,2.6499360550419244e-05,259.732
2983,2983,100,5781,100,120380.955,27283.656941525314,500,3.668431186909442e-05,7.183
2982,2982,1,5781,100,2864981.738,27283.656941525314,500,3.668431186909442e-05,7.183
2981,2981,100,5190,100,109225.34,25069.319496870623,500,3.990869510164529e-05,1.741
2980,2980,1,5190,100,2568639.945,25069.319496870623,500,3.990869510164529e-05,1.741
2979,2979,100,6174,100,144162.121,30427.45201152464,500,3.286827054236006e-05,0.898
2978,2978,1,6174,100,3060804.545,30427.45201152464,500,3.286827054236006e-05,0.898
2977,2977,100,5906,100,135436.812,26033.06312757786,500,3.849498544648887e-05,8.294
2976,2976,1,5906,100,2926431.371,26033.06312757786,500,3.849498544648887e-05,8.294
2975,2975,100,6044,100,141312.764,31333.98262386645,500,3.189067004843853e-05,61.506
2974,2974,1,6044,100,2995789.103,31333.98262386645,500,3.189067004843853e-05,61.506
2973,2973,100,6512,100,281476.501,28042.405140307532,500,3.574444985702856e-05,5.2
2972,2972,1,6512,100,3227649.698,28042.405140307532,500,3.574444985702856e-05,5.2
2971,2971,100,5163,100,222180.708,24190.10395217344,500,4.138594246239166e-05,49.394
2969,2969,100,6157,100,113667.931,27633.8986547796,500,3.625032298432664e-05,49.293
2938,2938,1,6424,100,3184245.145,47403.69636806813,500,2.098646331039728e-05,304.452
2937,2937,100,5816,100,136199.904,27150.24136131028,500,3.6871710171972864e-05,3.004
2936,2936,1,5816,100,2881803.695,27150.24136131028,500,3.6871710171972864e-05,3.004
2903,2903,100,4700,100,94414.113,22067.630940579656,500,4.536750346831244e-05,4.351
2902,2902,1,4700,100,2323703.337,22067.630940579656,500,4.536750346831244e-05,4.351
2901,2901,100,5478,100,131411.639,27621.484071219355,500,3.619120471889968e-05,117.626
2900,2900,1,5478,100,2710849.532,27621.484071219355,500,3.619120471889968e-05,117.626
2899,2899,100,5355,100,140279.968,24191.533964560105,500,4.141255081728449e-05,2.872
2898,2898,1,5355,100,2651766.364,24191.533964560105,500,4.141255081728449e-05,2.872
2897,2897,100,5902,100,167301.793,32190.03855266421,500,3.101640525392204e-05,159.971
2896,2896,1,5902,100,2923310.908,32190.03855266421,500,3.101640525392204e-05,159.971
2895,2895,100,5249,100,149370.617,24668.39137547672,500,4.057986442344783e-05,9.076
2894,2894,1,5249,100,2598797.303,24668.39137547672,500,4.057986442344783e-05,9.076
2893,2893,100,7333,100,192396.971,35272.68297740221,500,2.83631095041881e-05,2.63
2892,2892,1,7333,100,3640231.953,35272.68297740221,500,2.83631095041881e-05,2.63
2891,2891,100,6441,100,193756.385,36386.53651141838,500,2.742996696379912e-05,243.226
2890,2890,1,6441,100,3195151.703,36386.53651141838,500,2.742996696379912e-05,243.226
2889,2889,100,5006,100,144716.975,22036.48317945485,500,4.549364766396003e-05,1.936
2888,2888,1,5006,100,2475403.345,22036.48317945485,500,4.549364766396003e-05,1.936
2887,2887,100,5239,100,194682.632,27852.732853347203,500,3.585433901711519e-05,73.386
2886,2886,1,5239,100,2590534.672,27852.732853347203,500,3.585433901711519e-05,73.386
2885,2885,100,6199,100,133016.439,42013.79465324122,500,2.36972074880929e-05,305.733
2884,2884,1,6199,100,3071415.391,42013.79465324122,500,2.36972074880929e-05,305.733
2883,2883,100,5293,100,185426.76,26115.4722466884,500,3.829378505542491e-05,2.307
2882,2882,1,5293,100,2619721.877,26115.4722466884,500,3.829378505542491e-05,2.307
2881,2881,100,5977,100,174794.656,27789.679236217667,500,3.6025278307788e-05,15.596
2880,2880,1,5977,100,2963462.465,27789.679236217667,500,3.6025278307788e-05,15.596
2879,2879,100,4960,100,115094.185,22315.15961158535,500,4.4904981881819214e-05,21.785
2878,2878,1,4960,100,2454665.654,22315.15961158535,500,4.4904981881819214e-05,21.785
2877,2877,100,5921,100,142768.699,34272.35733051167,500,2.9105976181266186e-05,96.543
2904,2904,1,4449,100,2199284.75,22721.307392153147,500,4.397913068536981e-05,1.209
2905,2905,100,4449,100,79423.778,22721.307392153147,500,4.397913068536981e-05,1.209
2906,2906,1,5642,100,2797842.262,24886.60846214845,500,4.0272532795093726e-05,122.825
2907,2907,100,5642,100,118945.403,24886.60846214845,500,4.0272532795093726e-05,122.825
2935,2935,100,6723,100,148060.541,31186.666859056862,500,3.209911432449932e-05,75.56
2934,2934,1,6723,100,3338280.884,31186.666859056862,500,3.209911432449932e-05,75.56
2933,2933,100,5265,100,109104.384,31212.355921112598,500,3.193651520628252e-05,129.993
2932,2932,1,5265,100,2605953.562,31212.355921112598,500,3.193651520628252e-05,129.993
2931,2931,100,6158,100,287244.703,40649.07666773001,500,2.450008014379995e-05,277.301
2930,2930,1,6158,100,3052516.843,40649.07666773001,500,2.450008014379995e-05,277.301
2929,2929,100,5866,100,154747.823,28441.48131870008,500,3.517368474019708e-05,1.356
2928,2928,1,5866,100,2908358.848,28441.48131870008,500,3.517368474019708e-05,1.356
2927,2927,100,5889,100,140439.658,29814.976886312343,500,3.3527968751455905e-05,138.205
2926,2926,1,5889,100,2918582.031,29814.976886312343,500,3.3527968751455905e-05,138.205
2925,2925,100,5965,100,131529.864,29325.68570223084,500,3.410435613606514e-05,0.898
2924,2924,1,5965,100,2955549.06,29325.68570223084,500,3.410435613606514e-05,0.898
2923,2923,100,5006,100,130579.103,32383.660738228376,500,3.073220858671026e-05,266.644
2875,2875,100,5737,100,136180.028,34139.56674644342,500,2.920471302931798e-05,172.074
2922,2922,1,5006,100,2475526.981,32383.660738228376,500,3.073220858671026e-05,266.644
2920,2920,1,5941,100,2945225.008,27526.317465976088,500,3.637243874009543e-05,7.09
2919,2919,100,6270,100,136799.613,33237.45110573095,500,3.00547539618427e-05,23.315
2918,2918,1,6270,100,3106836.744,33237.45110573095,500,3.00547539618427e-05,23.315
2917,2917,100,6461,100,174757.99,33269.624444474466,500,3.0040105317302538e-05,13.477
2916,2916,1,6461,100,3204787.243,33269.624444474466,500,3.0040105317302538e-05,13.477
2915,2915,100,6293,100,153212.845,34076.94023481248,500,2.9305508809566567e-05,155.991
2914,2914,1,6293,100,3120729.324,34076.94023481248,500,2.9305508809566567e-05,155.991
2913,2913,100,5185,100,170826.29,33369.35663117457,500,2.983178492861301e-05,148.81
2912,2912,1,5185,100,2564339.791,33369.35663117457,500,2.983178492861301e-05,148.81
2911,2911,100,6872,100,249809.113,34227.88064255493,500,2.921437269273961e-05,2.312
2910,2910,1,6872,100,3410284.937,34227.88064255493,500,2.921437269273961e-05,2.312
2909,2909,100,6831,100,177572.25,34311.89538827127,500,2.913933290959814e-05,92.166
2908,2908,1,6831,100,3390937.163,34311.89538827127,500,2.913933290959814e-05,92.166
2921,2921,100,5941,100,127469.511,27526.317465976088,500,3.637243874009543e-05,7.09
2500,2500,1,5925,100,2934594.673,31095.88669530008,500,3.2127555562870155e-05,73.344
2750,2750,1,6117,100,3030412.807,34351.68028187388,500,2.905376347100243e-05,184.099
2748,2748,1,5955,100,2950720.064,34041.57841519622,500,2.9309162848364307e-05,219.819
2591,2591,100,4630,100,95236.457,24608.61284552752,500,4.05728765615186e-05,58.967
2590,2590,1,4630,100,2286932.708,24608.61284552752,500,4.05728765615186e-05,58.967
2589,2589,100,4938,100,146172.654,26092.972707012148,500,3.827387355118527e-05,97.504
2588,2588,1,4938,100,2442334.015,26092.972707012148,500,3.827387355118527e-05,97.504
2587,2587,100,5524,100,188057.857,48896.085035835706,500,2.0286629347710277e-05,305.434
2586,2586,1,5524,100,2733752.678,48896.085035835706,500,2.0286629347710277e-05,305.434
2585,2585,100,5820,100,165940.408,26406.350650680622,500,3.793059762490763e-05,12.937
2584,2584,1,5820,100,2883223.979,26406.350650680622,500,3.793059762490763e-05,12.937
2583,2583,100,5474,100,159023.214,27401.73191702716,500,3.648675014786714e-05,2.579
2582,2582,1,5474,100,2710737.438,27401.73191702716,500,3.648675014786714e-05,2.579
2581,2581,100,5728,100,155101.134,32529.64613773979,500,3.067183654432436e-05,205.868
2580,2580,1,5728,100,2839007.371,32529.64613773979,500,3.067183654432436e-05,205.868
2579,2579,100,4973,100,193402.585,22850.388879757196,500,4.3832070816841415e-05,8.124
2578,2578,1,4973,100,2460679.122,22850.388879757196,500,4.3832070816841415e-05,8.124
2577,2577,100,6378,100,160374.89,38283.57974951218,500,2.6048574973558828e-05,185.287
2576,2576,1,6378,100,3161406.866,38283.57974951218,500,2.6048574973558828e-05,185.287
2575,2575,100,5231,100,119961.245,24026.88405501244,500,4.168352668519532e-05,47.262
2574,2574,1,5231,100,2590439.38,24026.88405501244,500,4.168352668519532e-05,47.262
2573,2573,100,5886,100,139274.332,35295.95254617014,500,2.8246938371171416e-05,219.153
2572,2572,1,5886,100,2915618.0,35295.95254617014,500,2.8246938371171416e-05,219.153
2571,2571,100,5361,100,224587.276,26668.709152505697,500,3.749376025134665e-05,6.305
2570,2570,1,5361,100,2654268.678,26668.709152505697,500,3.749376025134665e-05,6.305
2569,2569,100,5738,100,144769.727,25937.04948371115,500,3.862093767462896e-05,7.981
2568,2568,1,5738,100,2843798.859,25937.04948371115,500,3.862093767462896e-05,7.981
2567,2567,100,5915,100,113698.232,53033.11541392885,500,1.8712068787741497e-05,307.02
2566,2566,1,5915,100,2928873.431,53033.11541392885,500,1.8712068787741497e-05,307.02
2565,2565,100,5119,100,88530.398,25788.045155959884,500,3.876411624145787e-05,2.579
2592,2592,1,6129,100,3038826.191,30501.4778800604,500,3.278327829355901e-05,1.001
2564,2564,1,5119,100,2533589.12,25788.045155959884,500,3.876411624145787e-05,2.579
2593,2593,100,6129,100,123004.678,30501.4778800604,500,3.278327829355901e-05,1.001
2595,2595,100,5394,100,142185.503,25027.90259598227,500,4.000609305410292e-05,4.913
2622,2622,1,4699,100,2321313.12,24102.222382412627,500,4.1456697726705504e-05,15.714
2621,2621,100,5157,100,124353.158,27968.182506006644,500,3.569367514539469e-05,1.92
2620,2620,1,5157,100,2554155.524,27968.182506006644,500,3.569367514539469e-05,1.92
2619,2619,100,6107,100,151597.279,30637.5902795247,500,3.263312486757936e-05,2.312
2618,2618,1,6107,100,3027000.598,30637.5902795247,500,3.263312486757936e-05,2.312
2617,2617,100,5785,100,167630.061,29672.601558469407,500,3.3680582544553174e-05,119.622
2616,2616,1,5785,100,2864382.695,29672.601558469407,500,3.3680582544553174e-05,119.622
2615,2615,100,5769,100,163649.041,36940.329145989694,500,2.696301416262348e-05,227.065
2614,2614,1,5769,100,2857784.46,36940.329145989694,500,2.696301416262348e-05,227.065
2613,2613,100,6097,100,181290.037,31270.769939852144,500,3.1960517033414704e-05,53.009
2612,2612,1,6097,100,3020118.835,31270.769939852144,500,3.1960517033414704e-05,53.009
2611,2611,100,5455,100,133595.728,25723.007839300168,500,3.891242382239751e-05,3.266
2610,2610,1,5455,100,2702291.199,25723.007839300168,500,3.891242382239751e-05,3.266
2609,2609,100,6661,100,171159.115,33888.93024143153,500,2.949693899804686e-05,39.294
2608,2608,1,6661,100,3304304.737,33888.93024143153,500,2.949693899804686e-05,39.294
2607,2607,100,6424,100,164663.669,34078.91360148143,500,2.9313506726228976e-05,195.852
2606,2606,1,6424,100,3186213.908,34078.91360148143,500,2.9313506726228976e-05,195.852
2605,2605,100,6878,100,254522.82,60395.60166526723,500,1.645181759280527e-05,286.333
2604,2604,1,6878,100,3409995.779,60395.60166526723,500,1.645181759280527e-05,286.333
2603,2603,100,6585,100,167446.874,33203.38928723354,500,3.010989319582234e-05,146.879
2602,2602,1,6585,100,3266603.304,33203.38928723354,500,3.010989319582234e-05,146.879
2601,2601,100,5649,100,144649.556,24612.920380187345,500,4.072997009227299e-05,124.662
2600,2600,1,5649,100,2799642.455,24612.920380187345,500,4.072997009227299e-05,124.662
2599,2599,100,6147,100,154539.603,31270.815969804986,500,3.1965011243381216e-05,51.728
2598,2598,1,6147,100,3046111.428,31270.815969804986,500,3.1965011243381216e-05,51.728
2597,2597,100,5348,100,156603.826,24718.926686908577,500,4.051029579179122e-05,57.133
2596,2596,1,5348,100,2649506.148,24718.926686908577,500,4.051029579179122e-05,57.133
2594,2594,1,5394,100,2670663.925,25027.90259598227,500,4.000609305410292e-05,4.913
2563,2563,100,5253,100,113193.247,36623.814402119526,500,2.7151707581466928e-05,253.312
2562,2562,1,5253,100,2599411.757,36623.814402119526,500,2.7151707581466928e-05,253.312
2561,2561,100,6453,100,121320.777,30776.25380954507,500,3.251298946191438e-05,4.605
2528,2528,1,5560,100,2756178.964,27139.546605493608,500,3.6857101735787786e-05,2.579
2527,2527,100,5530,100,134851.602,26979.03354614588,500,3.7076112767115695e-05,2.113
