,Unnamed: 0,nProcessors,nSimulations,nFPT,walltime,MFPT,timer,k,tstar
1027,1027,100,1025,100,68.685,9.146509504918043,1,0.1102008423242463,0.484
1026,1026,1,1025,100,981.407,9.146509504918043,1,0.1102008423242463,0.484
1025,1025,100,946,100,38.762,8.632621167704057,1,0.1164665113664196,0.546
1024,1024,1,946,100,902.569,8.632621167704057,1,0.1164665113664196,0.546
1023,1023,100,933,100,71.308,6.971664691472488,1,0.1483667591987979,0.337
1022,1022,1,933,100,890.098,6.971664691472488,1,0.1483667591987979,0.337
1021,1021,100,798,100,49.265,6.385411006006351,1,0.1608967441157523,0.382
1020,1020,1,798,100,757.372,6.385411006006351,1,0.1608967441157523,0.382
1019,1019,100,961,100,38.403,7.1783747324136025,1,0.1439548946395596,0.162
1018,1018,1,961,100,917.378,7.1783747324136025,1,0.1439548946395596,0.162
1017,1017,100,1002,100,52.243,7.299269309669131,1,0.1419835672977764,0.295
1016,1016,1,1002,100,961.02,7.299269309669131,1,0.1419835672977764,0.295
1015,1015,100,1034,100,51.157,8.680399931897067,1,0.1169566253756232,0.493
1014,1014,1,1034,100,989.667,8.680399931897067,1,0.1169566253756232,0.493
1013,1013,100,960,100,42.782,7.743774059954651,1,0.1319732903128768,0.159
1012,1012,1,960,100,917.553,7.743774059954651,1,0.1319732903128768,0.159
1011,1011,100,1048,100,53.759,8.164954208483074,1,0.125494797483899,0.162
1010,1010,1,1048,100,1002.774,8.164954208483074,1,0.125494797483899,0.162
1009,1009,100,894,100,47.707,6.397923516709505,1,0.1630639385816031,0.28
1008,1008,1,894,100,850.4879999999999,6.397923516709505,1,0.1630639385816031,0.28
1007,1007,100,936,100,54.382,7.400152576692093,1,0.1385266967238053,0.191
1006,1006,1,936,100,891.605,7.400152576692093,1,0.1385266967238053,0.191
1005,1005,100,843,100,54.673,5.990553056133478,1,0.1746989700195009,0.294
1004,1004,1,843,100,797.006,5.990553056133478,1,0.1746989700195009,0.294
1003,1003,100,1076,100,70.607,9.55246489557986,1,0.1055934537209404,0.137
1002,1002,1,1076,100,1035.455,9.55246489557986,1,0.1055934537209404,0.137
1029,1029,100,951,100,48.694,6.306495559744536,1,0.1672974140468841,0.653
1030,1030,1,963,100,919.214,6.8165333257887655,1,0.1528757398903621,0.279
1031,1031,100,963,100,36.663,6.8165333257887655,1,0.1528757398903621,0.279
1032,1032,1,966,100,922.606,7.184565073990613,1,0.1439091883081647,0.296
1060,1060,1,1025,100,980.652,9.753453981860122,1,0.1025881227572423,0.563
1059,1059,100,714,100,30.442,4.696965629517531,1,0.2290349587099301,0.524
1058,1058,1,714,100,672.82,4.696965629517531,1,0.2290349587099301,0.524
